https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_01_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_01_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_01_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_01_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_02_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_02_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_02_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_02_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_03_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_03_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_03_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_03_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_04_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_04_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_04_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_04_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_05_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_05_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_05_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_05_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_06_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_06_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_06_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_06_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_07_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_07_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_07_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_07_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_08_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_08_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_08_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_08_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_09_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_09_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_09_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_09_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_10_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_10_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_02_10_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_01_10_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_01_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_01_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_01_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_01_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_02_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_02_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_02_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_02_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_03_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_03_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_03_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_03_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_04_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_04_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_04_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_04_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_05_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_05_crop_1.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_05_crop_2.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_05_crop_2.png
https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_03_06_crop_1.png, https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_04_06_crop_1.png
