"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img1","Input.img2","Answer.taskAnswers","Approve","Reject"
"322ZSN9Z6VG4VJJBXZKVB2TAAIGT4C","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:32 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:32 PDT 2023","","","3K3R2QNK8R0NFM2641BYLQLIUJW9U2","ATDE9LDH2C4IO","Submitted","Wed May 24 02:07:00 PDT 2023","Wed May 24 02:08:44 PDT 2023","Sat May 27 02:08:44 PDT 2023","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_01_crop_1.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_01_crop_1.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_01_crop_1.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_01_crop_1.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"3Q7TKIAPP86TC2UZH1JXSFDZTINLDE","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:32 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:32 PDT 2023","","","38YMOXR4MAWDP7PD1UNNJ4FDPY3W6H","A2NZ783AY1LBPW","Submitted","Wed May 24 02:10:24 PDT 2023","Wed May 24 02:11:00 PDT 2023","Sat May 27 02:11:00 PDT 2023","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_01_crop_2.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_01_crop_2.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_01_crop_2.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_01_crop_2.png"",""realvsgenerated"":{""ImageA"":true,""ImageB"":false}}]"
"3OID399FYV37CAK3VQGZX28FWM1DF1","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:21 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:21 PDT 2023","","","3WYP994K1NOHECKDGV5B410T06ZY6E","AJ02X4X39OQTH","Submitted","Wed May 24 02:07:24 PDT 2023","Wed May 24 02:12:54 PDT 2023","Sat May 27 02:12:54 PDT 2023","","","","330","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_01_crop_1.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_01_crop_1.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_01_crop_1.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_01_crop_1.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"3UUIU9GZDK1MR2NBB435GUZOAEBT5H","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:32 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:32 PDT 2023","","","30BUDKLTXTSNP338BBJC5SUDMZP5EW","AEV279EUBI5HJ","Submitted","Wed May 24 02:10:59 PDT 2023","Wed May 24 02:11:20 PDT 2023","Sat May 27 02:11:20 PDT 2023","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_02_crop_1.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_02_crop_1.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_02_crop_1.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_02_crop_1.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"3OND0WXMIBBWICP9MBFJ652DCDFHEW","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:21 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:21 PDT 2023","","","3TYCR1GOTSGZ2NXPZLDW7RRSWVSLZ0","A3DJUABETF36E0","Submitted","Wed May 24 02:07:00 PDT 2023","Wed May 24 02:13:12 PDT 2023","Sat May 27 02:13:12 PDT 2023","","","","372","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_01_crop_2.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_01_crop_2.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_01_crop_2.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_01_crop_2.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"35F6NGNVNNF1E61UZXI2EEDK1K6T7W","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:32 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:32 PDT 2023","","","35H6S234SQXJCOAT5T0ET42051W566","A2QZYT2MINCCSC","Submitted","Wed May 24 02:07:18 PDT 2023","Wed May 24 02:14:50 PDT 2023","Sat May 27 02:14:50 PDT 2023","","","","452","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_02_crop_2.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_02_crop_2.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_02_crop_2.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_02_crop_2.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"3YZ7A3YHSKPLC2AWM4YF6P328VXS5R","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:21 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:21 PDT 2023","","","3CN4LGXD5DL3ZPGZX7CW73GF4FU4Y0","A3L95FSCN74FIF","Submitted","Wed May 24 02:07:16 PDT 2023","Wed May 24 02:09:01 PDT 2023","Sat May 27 02:09:01 PDT 2023","","","","105","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_02_crop_1.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_02_crop_1.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_02_crop_1.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_02_crop_1.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"3FDWKV9VD2YZZMN638A12SWCFN8MUR","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:20 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:20 PDT 2023","","","30ZX6P7VFOS31M6D7TS5414T7XP2J8","AJ02X4X39OQTH","Submitted","Wed May 24 02:07:17 PDT 2023","Wed May 24 02:12:44 PDT 2023","Sat May 27 02:12:44 PDT 2023","","","","327","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/04_13_01_crop_1.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/04_14_01_crop_1.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/04_13_01_crop_1.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/04_14_01_crop_1.png"",""realvsgenerated"":{""ImageA"":true,""ImageB"":false}}]"
"3ZURAPD29NJDKF4RFXW4W0767PYF1D","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:21 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:21 PDT 2023","","","3GGAI1SQEBV60C407JU3W65WNIXMC5","A1XPFMI0ZDTRUZ","Submitted","Wed May 24 02:07:57 PDT 2023","Wed May 24 02:35:18 PDT 2023","Sat May 27 02:35:18 PDT 2023","","","","1641","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_02_crop_2.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_02_crop_2.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_74_02_crop_2.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/03_73_02_crop_2.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
"3YO4AH2FQSGA4F9IXU3YUUSA9Z20QQ","3EPQ0AEIVQFZZ2O130Z0YBYIG948HV","Real Image vs. AI Generated Image","Given a couple of images, you should select the one that you think looks the most like a real image (not generated by Artificial Intelligence).","image, image preference, real vs. fake, image perception, image quality","$0.02","Wed May 24 02:06:32 PDT 2023","1","BatchId:5079243;OriginalHitTemplateId:928390873;","3600","259200","Wed May 31 02:06:32 PDT 2023","","","3ZGVPD4G69ENL05U8UFNTI19Q8FTZC","ABD5ETZQNIXFH","Submitted","Wed May 24 02:07:53 PDT 2023","Wed May 24 02:17:12 PDT 2023","Sat May 27 02:17:12 PDT 2023","","","","559","0% (0/0)","0% (0/0)","0% (0/0)","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_03_crop_1.png","https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_03_crop_1.png","[{""A"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_21_03_crop_1.png"",""B"":""https://tfg-crop-imatges.s3.amazonaws.com/Imatges+MTurk/02_22_03_crop_1.png"",""realvsgenerated"":{""ImageA"":false,""ImageB"":true}}]"
